country,year,gdp_per_person_engaged_constant_1990_us_at_ppp
rus,2002,12776
rus,2003,13754
rus,2004,14557
rus,2005,15282
rus,2006,16363
rus,2007,17328
rus,2008,18136
rus,2009,17123
rus,2010,17761
rus,2011,18275
rus,2012,18723
rus,2013,19010
rus,2014,19091
rus,2015,18481
lca,1980,5259
lca,1981,5327
lca,1982,5415
lca,1983,5641
lca,1984,5943
lca,1985,6297
lca,1986,7261
lca,1987,7376
lca,1988,8345
lca,1989,8894
lca,1990,9086
lca,1991,8913
lca,1992,9394
lca,1993,9292
lca,1994,9500
lca,1995,8980
lca,1996,9376
lca,1997,9901
lca,1998,10428
lca,1999,10062
lca,2000,9470
lca,2001,9101
lca,2002,9080
lca,2003,9497
lca,2004,10533
lca,2005,9803
lca,2006,10297
lca,2007,9757
lca,2008,10267
lca,2009,10507
lca,2010,10573
lca,2011,10595
lca,2012,10304
lca,2013,10155
lca,2014,9938
lca,2015,10022
sau,1980,53307
sau,1981,54017
sau,1982,51558
sau,1983,43207
sau,1984,40523
sau,1985,35501
sau,1986,31304
sau,1987,30751
sau,1988,29797
sau,1989,28988
sau,1990,31028
sau,1991,33261
sau,1992,32830
sau,1993,31740
sau,1994,30702
sau,1995,30213
sau,1996,30942
sau,1997,31519
sau,1998,32272
sau,1999,30940
sau,2000,31066
sau,2001,30288
sau,2002,29255
sau,2003,30175
sau,2004,31474
sau,2005,32400
sau,2006,33150
sau,2007,33789
sau,2008,35384
sau,2009,35250
sau,2010,36695
sau,2011,38782
sau,2012,39788
sau,2013,38518
sau,2014,38812
sau,2015,39335
sen,1980,4554
sen,1981,4317
sen,1982,4701
sen,1983,4646
sen,1984,4248
sen,1985,4223
sen,1986,4206
sen,1987,4129
sen,1988,4127
sen,1989,3860
sen,1990,3856
sen,1991,3667
sen,1992,3694
sen,1993,3592
sen,1994,3660
sen,1995,3750
sen,1996,3889
sen,1997,3929
sen,1998,4020
sen,1999,4166
sen,2000,4202
sen,2001,4312
sen,2002,4230
sen,2003,4390
sen,2004,4497
sen,2005,4631
sen,2006,4581
sen,2007,4590
sen,2008,4648
sen,2009,4634
sen,2010,4668
sen,2011,4627
sen,2012,4652
sen,2013,4633
sen,2014,4710
sen,2015,4824
sgp,1980,17376
sgp,1981,18432
sgp,1982,19212
sgp,1983,20303
sgp,1984,21863
sgp,1985,22058
sgp,1986,22824
sgp,1987,23952
sgp,1988,25340
sgp,1989,26438
sgp,1990,26068
sgp,1991,28043
sgp,1992,29041
sgp,1993,32070
sgp,1994,34338
sgp,1995,35612
sgp,1996,36133
sgp,1997,36932
sgp,1998,35251
sgp,1999,37248
sgp,2000,39141
sgp,2001,37800
sgp,2002,39602
sgp,2003,41704
sgp,2004,45071
sgp,2005,46469
sgp,2006,47548
sgp,2007,49396
sgp,2008,46304
sgp,2009,45264
sgp,2010,49749
sgp,2011,51109
sgp,2012,50837
sgp,2013,51860
sgp,2014,52024
sgp,2015,52665
svk,1985,15768
svk,1986,16132
svk,1987,16350
svk,1988,16503
svk,1989,16703
svk,1990,16417
svk,1991,15238
svk,1992,15238
svk,1993,16332
svk,1994,17675
svk,1995,19030
svk,1996,19935
svk,1997,21038
svk,1998,21982
svk,1999,22508
svk,2000,23235
svk,2001,23870
svk,2002,24972
svk,2003,26041
svk,2004,27469
svk,2005,28800
svk,2006,30543
svk,2007,33113
svk,2008,33827
svk,2009,32677
svk,2010,34780
svk,2011,35098
svk,2012,35643
svk,2013,36434
svk,2014,36793
svk,2015,37492
svn,1980,23756
svn,1981,23392
svn,1982,23009
svn,1983,22912
svn,1984,23010
svn,1985,22900
svn,1986,23235
svn,1987,20494
svn,1988,20018
svn,1989,20177
svn,1990,19295
svn,1991,19044
svn,1992,19056
svn,1993,20201
svn,1994,21814
svn,1995,23485
svn,1996,24803
svn,1997,26555
svn,1998,27457
svn,1999,28467
svn,2000,29195
svn,2001,29885
svn,2002,30550
svn,2003,31515
svn,2004,32790
svn,2005,34269
svn,2006,35645
svn,2007,36883
svn,2008,37148
svn,2009,34876
svn,2010,36081
svn,2011,36902
svn,2012,36228
svn,2013,36404
svn,2014,37115
svn,2015,37573
zaf,1980,15644
zaf,1981,16086
zaf,1982,15646
zaf,1983,15003
zaf,1984,15396
zaf,1985,14854
zaf,1986,14655
zaf,1987,14239
zaf,1988,14157
zaf,1989,13838
zaf,1990,13158
zaf,1991,12527
zaf,1992,12071
zaf,1993,12033
zaf,1994,12231
zaf,1995,12419
zaf,1996,12755
zaf,1997,12891
zaf,1998,12759
zaf,1999,12861
zaf,2000,13212
zaf,2001,14042
zaf,2002,13873
zaf,2003,14598
zaf,2004,15102
zaf,2005,15192
zaf,2006,15124
zaf,2007,16136
zaf,2008,16191
zaf,2009,16300
zaf,2010,17110
zaf,2011,17046
zaf,2012,17037
zaf,2013,16844
zaf,2014,16784
zaf,2015,17086
esp,1980,27292
esp,1981,28107
esp,1982,28858
esp,1983,29691
esp,1984,30812
esp,1985,31764
esp,1986,32069
esp,1987,32345
esp,1988,32959
esp,1989,33486
esp,1990,33695
esp,1991,34142
esp,1992,34946
esp,1993,35595
esp,1994,36617
esp,1995,37718
esp,1996,38174
esp,1997,38156
esp,1998,38127
esp,1999,38103
esp,2000,38220
esp,2001,38466
esp,2002,38578
esp,2003,38525
esp,2004,38303
esp,2005,38095
esp,2006,38096
esp,2007,38277
esp,2008,38633
esp,2009,39745
esp,2010,40453
esp,2011,41250
esp,2012,41946
esp,2013,42544
esp,2014,42595
esp,2015,42470
lka,1980,6876
lka,1981,7188
lka,1982,7174
lka,1983,7177
lka,1984,7172
lka,1985,7098
lka,1986,7174
lka,1987,7262
lka,1988,7495
lka,1989,7745
lka,1990,8339
lka,1991,8795
lka,1992,9281
lka,1993,9466
lka,1994,9850
lka,1995,10247
lka,1996,10286
lka,1997,10811
lka,1998,10498
lka,1999,10886
lka,2000,11122
lka,2001,11100
lka,2002,11045
lka,2003,10877
lka,2004,10878
lka,2005,11366
lka,2006,12949
lka,2007,13953
lka,2008,13612
lka,2009,14179
lka,2010,15107
lka,2011,15489
lka,2012,16487
lka,2013,17075
lka,2014,18347
lka,2015,19507
sdn,1980,4131
sdn,1981,3925
sdn,1982,4114
sdn,1983,3908
sdn,1984,3628
sdn,1985,3320
sdn,1986,3388
sdn,1987,3423
sdn,1988,3439
sdn,1989,3668
sdn,1990,3329
sdn,1991,3456
sdn,1992,3520
sdn,1993,3484
sdn,1994,3555
sdn,1995,3646
sdn,1996,3749
sdn,1997,3892
sdn,1998,4098
sdn,1999,4166
sdn,2000,4406
sdn,2001,4758
sdn,2002,4921
sdn,2003,5158
sdn,2004,5293
sdn,2005,5626
sdn,2006,5847
sdn,2007,6027
sdn,2008,6170
sdn,2009,6514
sdn,2010,6782
sdn,2011,6494
sdn,2012,5569
sdn,2013,5731
sdn,2014,5796
sdn,2015,5842
swe,1980,29156
swe,1981,28937
swe,1982,29334
swe,1983,29788
swe,1984,30471
swe,1985,30676
swe,1986,31309
swe,1987,32042
swe,1988,32489
swe,1989,33007
swe,1990,33091
swe,1991,33209
swe,1992,34353
swe,1993,35501
swe,1994,37307
swe,1995,38190
swe,1996,39082
swe,1997,40740
swe,1998,41757
swe,1999,42752
swe,2000,43705
swe,2001,43473
swe,2002,44353
swe,2003,45675
swe,2004,47985
swe,2005,49207
swe,2006,50655
swe,2007,51199
swe,2008,50459
swe,2009,49029
swe,2010,51469
swe,2011,51738
swe,2012,51213
swe,2013,51361
swe,2014,51735
swe,2015,52705
che,1980,36038
che,1981,35798
che,1982,34904
che,1983,35102
che,1984,35916
che,1985,36492
che,1986,36265
che,1987,35646
che,1988,35855
che,1989,36472
che,1990,36670
che,1991,35489
che,1992,35755
che,1993,36105
che,1994,36797
che,1995,36999
che,1996,37244
che,1997,38135
che,1998,38745
che,1999,39075
che,2000,40219
che,2001,40141
che,2002,39915
che,2003,40074
che,2004,41100
che,2005,42043
che,2006,42848
che,2007,43491
che,2008,43431
che,2009,42314
che,2010,43329
che,2011,43061
che,2012,42896
che,2013,43167
che,2014,43297
che,2015,43426
syr,1980,27621
syr,1981,30266
syr,1982,30928
syr,1983,31387
syr,1984,28492
syr,1985,28778
syr,1986,26036
syr,1987,25244
syr,1988,27194
syr,1989,23535
syr,1990,23860
syr,1991,24246
syr,1992,26169
syr,1993,25503
syr,1994,25964
syr,1995,26327
syr,1996,28764
syr,1997,29318
syr,1998,29648
syr,1999,27961
syr,2000,28083
syr,2001,29229
syr,2002,30927
syr,2003,30018
syr,2004,31712
syr,2005,33191
syr,2006,33533
syr,2007,33444
syr,2008,34524
syr,2009,35774
syr,2010,36025
syr,2011,35309
syr,2012,28294
syr,2013,22351
syr,2014,20225
syr,2015,18589
twn,1980,14290
twn,1981,14887
twn,1982,15103
twn,1983,15778
twn,1984,16881
twn,1985,17431
twn,1986,18693
twn,1987,20937
twn,1988,21678
twn,1989,23034
twn,1990,24203
twn,1991,25629
twn,1992,26949
twn,1993,28391
twn,1994,29886
twn,1995,31420
twn,1996,33074
twn,1997,34475
twn,1998,35233
twn,1999,36957
twn,2000,38659
twn,2001,38464
twn,2002,40181
twn,2003,41138
twn,2004,42734
twn,2005,44041
twn,2006,45660
twn,2007,47532
twn,2008,47378
twn,2009,47083
twn,2010,51083
twn,2011,52089
twn,2012,52010
twn,2013,52764
twn,2014,54187
twn,2015,55221
tjk,1980,9871
tjk,1981,9628
tjk,1982,9391
tjk,1983,9458
tjk,1984,9319
tjk,1985,9146
tjk,1986,9181
tjk,1987,8903
tjk,1988,9853
tjk,1989,8391
tjk,1990,8192
tjk,1991,7397
tjk,1992,5186
tjk,1993,4468
tjk,1994,3517
tjk,1995,3311
tjk,1996,2743
tjk,1997,2697
tjk,1998,2833
tjk,1999,3038
tjk,2000,3272
tjk,2001,3422
tjk,2002,3736
tjk,2003,4089
tjk,2004,4071
tjk,2005,4295
tjk,2006,4537
tjk,2007,4840
tjk,2008,5187
tjk,2009,5269
tjk,2010,5555
tjk,2011,5649
tjk,2012,5961
tjk,2013,6362
tjk,2014,6662
tjk,2015,6834
tza,1980,1397
tza,1981,1346
tza,1982,1326
tza,1983,1291
tza,1984,1281
tza,1985,1239
tza,1986,1246
tza,1987,1268
tza,1988,1279
tza,1989,1283
tza,1990,1292
tza,1991,1325
tza,1992,1334
tza,1993,1360
tza,1994,1368
tza,1995,1387
tza,1996,1419
tza,1997,1437
tza,1998,1459
tza,1999,1497
tza,2000,1540
tza,2001,1595
tza,2002,1665
tza,2003,1716
tza,2004,1780
tza,2005,1834
tza,2006,1873
tza,2007,1933
tza,2008,1984
tza,2009,1986
tza,2010,2020
tza,2011,2125
tza,2012,2170
tza,2013,2283
tza,2014,2380
tza,2015,2476
tha,1980,5333
tha,1981,6094
tha,1982,5397
tha,1983,6176
tha,1984,6194
tha,1985,6464
tha,1986,6588
tha,1987,6852
tha,1988,7395
tha,1989,8084
tha,1990,8291
tha,1991,9489
tha,1992,9837
tha,1993,10732
tha,1994,11790
tha,1995,12480
tha,1996,13146
tha,1997,12563
tha,1998,12150
tha,1999,12474
tha,2000,12768
tha,2001,12874
tha,2002,13270
tha,2003,13896
tha,2004,14392
tha,2005,14768
tha,2006,15308
tha,2007,15891
tha,2008,15818
tha,2009,15396
tha,2010,16394
tha,2011,16311
tha,2012,17248
tha,2013,17763
tha,2014,18279
tha,2015,18797
tto,1980,34805
tto,1981,36181
tto,1982,33103
tto,1983,30623
tto,1984,31527
tto,1985,31121
tto,1986,30802
tto,1987,30817
tto,1988,29682
tto,1989,29907
tto,1990,29698
tto,1991,28449
tto,1992,27643
tto,1993,27335
tto,1994,27554
tto,1995,27588
tto,1996,28687
tto,1997,29844
tto,1998,30954
tto,1999,32748
tto,2000,34054
tto,2001,34714
tto,2002,36685
tto,2003,41272
tto,2004,42322
tto,2005,43689
tto,2006,48944
tto,2007,50993
tto,2008,51858
tto,2009,50356
tto,2010,51008
tto,2011,49269
tto,2012,49153
tto,2013,47542
tto,2014,48183
tto,2015,48955
tun,1980,11785
tun,1981,12076
tun,1982,11692
tun,1983,12071
tun,1984,12241
tun,1985,12673
tun,1986,12233
tun,1987,12794
tun,1988,12580
tun,1989,12828
tun,1990,13406
tun,1991,13493
tun,1992,14089
tun,1993,13946
tun,1994,13939
tun,1995,14238
tun,1996,15226
tun,1997,16023
tun,1998,15830
tun,1999,15796
tun,2000,16049
tun,2001,16321
tun,2002,16231
tun,2003,16543
tun,2004,18121
tun,2005,18371
tun,2006,18917
tun,2007,19577
tun,2008,19995
tun,2009,20338
tun,2010,20439
tun,2011,20926
tun,2012,21134
tun,2013,21065
tun,2014,21155
tun,2015,21440
tur,1980,12613
tur,1981,13050
tur,1982,13565
tur,1983,13928
tur,1984,14510
tur,1985,15002
tur,1986,15767
tur,1987,16768
tur,1988,17165
tur,1989,16928
tur,1990,18182
tur,1991,17655
tur,1992,18550
tur,1993,21054
tur,1994,18444
tur,1995,19226
tur,1996,19997
tur,1997,21491
tur,1998,21585
tur,1999,20610
tur,2000,22471
tur,2001,21198
tur,2002,22574
tur,2003,23950
tur,2004,25701
tur,2005,27256
tur,2006,28627
tur,2007,29509
tur,2008,29064
tur,2009,27553
tur,2010,28323
tur,2011,28870
tur,2012,28624
tur,2013,28984
tur,2014,29342
tur,2015,29456
tkm,1980,10673
tkm,1981,10441
tkm,1982,10215
tkm,1983,10071
tkm,1984,9645
tkm,1985,9372
tkm,1986,9428
tkm,1987,9393
tkm,1988,9993
tkm,1989,8873
tkm,1990,9011
tkm,1991,8301
tkm,1992,6827
tkm,1993,6717
tkm,1994,5345
tkm,1995,4797
tkm,1996,5030
tkm,1997,4368
tkm,1998,4619
tkm,1999,5070
tkm,2000,5471
tkm,2001,5594
tkm,2002,5425
tkm,2003,5461
tkm,2004,5611
tkm,2005,6199
tkm,2006,6727
tkm,2007,7302
tkm,2008,8195
tkm,2009,8500
tkm,2010,9095
tkm,2011,10072
tkm,2012,10962
tkm,2013,11834
tkm,2014,12817
tkm,2015,13833
uga,1980,1605
uga,1981,1613
uga,1982,1690
uga,1983,1757
uga,1984,1555
uga,1985,1535
uga,1986,1490
uga,1987,1534
uga,1988,1591
uga,1989,1652
uga,1990,1551
uga,1991,1477
uga,1992,1549
uga,1993,1770
uga,1994,1875
uga,1995,1943
uga,1996,1955
uga,1997,1955
uga,1998,2095
uga,1999,2180
uga,2000,2223
uga,2001,2362
uga,2002,2470
uga,2003,2631
uga,2004,2792
uga,2005,3081
uga,2006,3165
uga,2007,3282
uga,2008,3478
uga,2009,3510
uga,2010,3632
uga,2011,3577
uga,2012,3485
uga,2013,3436
uga,2014,3477
uga,2015,3564
ukr,1980,10486
ukr,1981,10788
ukr,1982,11098
ukr,1983,11554
ukr,1984,11811
ukr,1985,11717
ukr,1986,11790
ukr,1987,12144
ukr,1988,12313
ukr,1989,12806
ukr,1990,12239
ukr,1991,11364
ukr,1992,10439
ukr,1993,9163
ukr,1994,7344
ukr,1995,6157
ukr,1996,5542
ukr,1997,5457
ukr,1998,5527
ukr,1999,6330
ukr,2000,6661
ukr,2001,7350
ukr,2002,7690
ukr,2003,8398
ukr,2004,9357
ukr,2005,9433
ukr,2006,10101
ukr,2007,10813
ukr,2008,11026
ukr,2009,9762
ukr,2010,10704
ukr,2011,11230
ukr,2012,11246
ukr,2013,11211
ukr,2014,11295
ukr,2015,10806
are,1980,52437
are,1981,51179
are,1982,45087
are,1983,41220
are,1984,41256
are,1985,38462
are,1986,28757
are,1987,28215
are,1988,26479
are,1989,27410
are,1990,28659
are,1991,26809
are,1992,25556
are,1993,23866
are,1994,23698
are,1995,23810
are,1996,23801
are,1997,24303
are,1998,23429
are,1999,23068
are,2000,24204
are,2001,23370
are,2002,22612
are,2003,23044
are,2004,23730
are,2005,23189
are,2006,23775
are,2007,23034
are,2008,22591
are,2009,20353
are,2010,19720
are,2011,19878
are,2012,20075
are,2013,20434
are,2014,20731
are,2015,20860
gbr,1980,29135
gbr,1981,29727
gbr,1982,30745
gbr,1983,31899
gbr,1984,31977
gbr,1985,32762
gbr,1986,34089
gbr,1987,34919
gbr,1988,35393
gbr,1989,35164
gbr,1990,35140
gbr,1991,35739
gbr,1992,36717
gbr,1993,37975
gbr,1994,39194
gbr,1995,39743
gbr,1996,40424
gbr,1997,40726
gbr,1998,41730
gbr,1999,42453
gbr,2000,43546
gbr,2001,44339
gbr,2002,45048
gbr,2003,46521
gbr,2004,47144
gbr,2005,47930
gbr,2006,48900
gbr,2007,49744
gbr,2008,49162
gbr,2009,47807
gbr,2010,48599
gbr,2011,49151
gbr,2012,48941
gbr,2013,49183
gbr,2014,49447
gbr,2015,49935
usa,1980,41360
usa,1981,41909
usa,1982,41436
usa,1983,42614
usa,1984,43936
usa,1985,44733
usa,1986,45253
usa,1987,45677
usa,1988,46594
usa,1989,47260
usa,1990,47538
usa,1991,47898
usa,1992,49295
usa,1993,49937
usa,1994,50796
usa,1995,51409
usa,1996,52592
usa,1997,53732
usa,1998,55284
usa,1999,56959
usa,2000,58463
usa,2001,58989
usa,2002,60200
usa,2003,61393
usa,2004,63049
usa,2005,64067
usa,2006,64565
usa,2007,64997
usa,2008,65094
usa,2009,65717
usa,2010,67761
usa,2011,68481
usa,2012,68807
usa,2013,69643
usa,2014,70149
usa,2015,70598
ury,1980,18379
ury,1981,18192
ury,1982,15995
ury,1983,14625
ury,1984,14047
ury,1985,13620
ury,1986,14170
ury,1987,14317
ury,1988,14157
ury,1989,13944
ury,1990,14045
ury,1991,14642
ury,1992,15555
ury,1993,15836
ury,1994,16539
ury,1995,16049
ury,1996,17394
ury,1997,18310
ury,1998,20332
ury,1999,20148
ury,2000,20127
ury,2001,19290
ury,2002,17789
ury,2003,18287
ury,2004,19577
ury,2005,20188
ury,2006,20877
ury,2007,21213
ury,2008,22286
ury,2009,22359
ury,2010,23931
ury,2011,24410
ury,2012,25745
ury,2013,26833
ury,2014,27608
ury,2015,28219
uzb,1980,13001
uzb,1981,13090
uzb,1982,13179
uzb,1983,13207
uzb,1984,12423
uzb,1985,12398
uzb,1986,11956
uzb,1987,11333
uzb,1988,11956
uzb,1989,11693
uzb,1990,11015
uzb,1991,10544
uzb,1992,9345
uzb,1993,9143
uzb,1994,8544
uzb,1995,8396
uzb,1996,8427
uzb,1997,8744
uzb,1998,8996
uzb,1999,9293
uzb,2000,9541
uzb,2001,9775
uzb,2002,9951
uzb,2003,10092
uzb,2004,10517
uzb,2005,10938
uzb,2006,11433
uzb,2007,12206
uzb,2008,12943
uzb,2009,13629
uzb,2010,14406
uzb,2011,15221
uzb,2012,16059
uzb,2013,16929
uzb,2014,17970
uzb,2015,19068
ven,1980,33618
ven,1981,32354
ven,1982,30753
ven,1983,29437
ven,1984,29690
ven,1985,28936
ven,1986,28666
ven,1987,28094
ven,1988,28109
ven,1989,25327
ven,1990,26004
ven,1991,27528
ven,1992,27926
ven,1993,26937
ven,1994,26221
ven,1995,26989
ven,1996,26733
ven,1997,27626
ven,1998,27009
ven,1999,25863
ven,2000,25798
ven,2001,25693
ven,2002,23388
ven,2003,21488
ven,2004,23867
ven,2005,24635
ven,2006,25604
ven,2007,26649
ven,2008,26972
ven,2009,25568
ven,2010,24673
ven,2011,24987
ven,2012,25956
ven,2013,25568
ven,2014,23502
ven,2015,21936
vnm,1980,2105
vnm,1981,2140
vnm,1982,2205
vnm,1983,2238
vnm,1984,2317
vnm,1985,2168
vnm,1986,2114
vnm,1987,2145
vnm,1988,2231
vnm,1989,2303
vnm,1990,2379
vnm,1991,2462
vnm,1992,2606
vnm,1993,2753
vnm,1994,2932
vnm,1995,3141
vnm,1996,3360
vnm,1997,3556
vnm,1998,3682
vnm,1999,3778
vnm,2000,3861
vnm,2001,4007
vnm,2002,4171
vnm,2003,4353
vnm,2004,4559
vnm,2005,4806
vnm,2006,5000
vnm,2007,5211
vnm,2008,5358
vnm,2009,5495
vnm,2010,5693
vnm,2011,5891
vnm,2012,6071
vnm,2013,6291
vnm,2014,6594
vnm,2015,6907
yem,1980,13448
yem,1981,13747
yem,1982,13470
yem,1983,13723
yem,1984,13735
yem,1985,13129
yem,1986,12927
yem,1987,12963
yem,1988,13024
yem,1989,12990
yem,1990,12521
yem,1991,11969
yem,1992,11725
yem,1993,11341
yem,1994,11262
yem,1995,12477
yem,1996,14341
yem,1997,14717
yem,1998,15078
yem,1999,14879
yem,2000,15861
yem,2001,15712
yem,2002,15818
yem,2003,16062
yem,2004,16067
yem,2005,16520
yem,2006,16417
yem,2007,16132
yem,2008,15957
yem,2009,15788
yem,2010,16604
yem,2011,13831
yem,2012,13489
yem,2013,13488
yem,2014,12901
yem,2015,12112
zmb,1980,3011
zmb,1981,3071
zmb,1982,2909
zmb,1983,2804
zmb,1984,2722
zmb,1985,2669
zmb,1986,2604
zmb,1987,2568
zmb,1988,2639
zmb,1989,2583
zmb,1990,2723
zmb,1991,2625
zmb,1992,2547
zmb,1993,2671
zmb,1994,2426
zmb,1995,2359
zmb,1996,2436
zmb,1997,2453
zmb,1998,2379
zmb,1999,2366
zmb,2000,2399
zmb,2001,2462
zmb,2002,2502
zmb,2003,2577
zmb,2004,2658
zmb,2005,2711
zmb,2006,2778
zmb,2007,2841
zmb,2008,2891
zmb,2009,2994
zmb,2010,3122
zmb,2011,3238
zmb,2012,3371
zmb,2013,3488
zmb,2014,3565
zmb,2015,3676
zwe,1980,4066
zwe,1981,4396
zwe,1982,4333
zwe,1983,4228
zwe,1984,3984
zwe,1985,4093
zwe,1986,4036
zwe,1987,3830
zwe,1988,4011
zwe,1989,4092
zwe,1990,3997
zwe,1991,4040
zwe,1992,3597
zwe,1993,3518
zwe,1994,3565
zwe,1995,3439
zwe,1996,3635
zwe,1997,3551
zwe,1998,3536
zwe,1999,3377
zwe,2000,3009
zwe,2001,2913
zwe,2002,2658
zwe,2003,2387
zwe,2004,2231
zwe,2005,2140
zwe,2006,2063
zwe,2007,1995
zwe,2008,1900
zwe,2009,2956
zwe,2010,3292
zwe,2011,3683
zwe,2012,3856
zwe,2013,3811
zwe,2014,3716
zwe,2015,3668
